# Rescue Logfile. Created by GNU ddrescue version 1.19
# Command line: ddrescue -i 506600000000 -s 10000000 /dev/sdf /dev/sdg dc_roig.log -nvvf -MA -e 1 -a 100000
# Start time:   2015-02-12 17:18:24
# Current time: 2015-02-12 17:20:47
# Copying non-tried blocks... Pass 1 (forwards)
# current_pos  current_status
0x75F3BC0000     ?
#      pos        size  status
0x6D640F0000  0x00967400  ?
0x6D64A57400  0x00008C00  *
0x6D64A60000  0x00010000  ?
0x6D64A70000  0x00010000  *
0x6D64A80000  0x00960A80  ?
0x6D653E0A80  0x0000F580  *
0x6D653F0000  0x00010000  ?
0x6D65400000  0x00010000  *
0x6D65410000  0x0095A100  ?
0x6D65D6A100  0x00005F00  *
0x6D65D70000  0x00010000  ?
0x6D65D80000  0x00010000  *
0x6D65D90000  0x00963780  ?
0x6D666F3780  0x0000C880  *
0x6D66700000  0x00010000  ?
0x6D66710000  0x00010000  *
0x6D66720000  0x0095CE00  ?
0x6D6707CE00  0x00003200  *
0x6D67080000  0x00010000  ?
0x6D67090000  0x00001000  +
0x6D67091000  0x0000F000  *
0x6D670A0000  0x00966480  ?
0x6D67A06480  0x00009B80  *
0x6D67A10000  0x00010000  ?
0x6D67A20000  0x00010000  *
0x6D67A30000  0x0095FB00  ?
0x6D6838FB00  0x00000500  *
0x6D68390000  0x00010000  ?
0x6D683A0000  0x00010000  *
0x6D683B0000  0x00969180  ?
0x6D68D19180  0x00000E80  +
0x6D68D1A000  0x00006000  *
0x6D68D20000  0x00010000  ?
0x6D68D30000  0x00010000  *
0x6D68D40000  0x00962800  ?
0x6D696A2800  0x00001800  +
0x6D696A4000  0x0000C000  *
0x6D696B0000  0x00010000  ?
0x6D696C0000  0x00003000  +
0x6D696C3000  0x0000D000  *
0x6D696D0000  0x0095BE80  ?
0x6D6A02BE80  0x00004180  *
0x6D6A030000  0x00010000  ?
0x6D6A040000  0x00001000  +
0x6D6A041000  0x0000F000  *
0x6D6A050000  0x00965500  ?
0x6D6A9B5500  0x00000B00  +
0x6D6A9B6000  0x0000A000  *
0x6D6A9C0000  0x00010000  ?
0x6D6A9D0000  0x00010000  *
0x6D6A9E0000  0x0095EB80  ?
0x6D6B33EB80  0x00001480  *
0x6D6B340000  0x00010000  ?
0x6D6B350000  0x00010000  *
0x6D6B360000  0x00968200  ?
0x6D6BCC8200  0x00007E00  *
0x6D6BCD0000  0x00010000  ?
0x6D6BCE0000  0x00010000  *
0x6D6BCF0000  0x00961880  ?
0x6D6C651880  0x0000B780  +
0x6D6C65D000  0x00003000  *
0x6D6C660000  0x00010000  ?
0x6D6C670000  0x00004000  +
0x6D6C674000  0x0000C000  *
0x6D6C680000  0x0095AF00  ?
0x6D6CFDAF00  0x00005100  *
0x6D6CFE0000  0x00010000  ?
0x6D6CFF0000  0x00001000  +
0x6D6CFF1000  0x0000F000  *
0x6D6D000000  0x00964580  ?
0x6D6D964580  0x0000BA80  *
0x6D6D970000  0x00010000  ?
0x6D6D980000  0x00010000  *
0x6D6D990000  0x0095DC00  ?
0x6D6E2EDC00  0x00022400  +
0x6D6E310000  0x00010000  *
0x6D6E320000  0x0003E000  +
0x6D6E35E000  0x00002000  *
0x6D6E360000  0x00917280  ?
0x6D6EC77280  0x00008D80  *
0x6D6EC80000  0x00010000  ?
0x6D6EC90000  0x00010000  *
0x6D6ECA0000  0x00960900  ?
0x6D6F600900  0x0000F700  *
0x6D6F610000  0x00010000  ?
0x6D6F620000  0x00010000  *
0x6D6F630000  0x00959F80  ?
0x6D6FF89F80  0x00006080  *
0x6D6FF90000  0x00010000  ?
0x6D6FFA0000  0x00010000  *
0x6D6FFB0000  0x00963600  ?
0x6D70913600  0x0000CA00  *
0x6D70920000  0x00010000  ?
0x6D70930000  0x00010000  *
0x6D70940000  0x0095CC80  ?
0x6D7129CC80  0x00001380  +
0x6D7129E000  0x00002000  *
0x6D712A0000  0x00010000  ?
0x6D712B0000  0x00010000  *
0x6D712C0000  0x00966300  ?
0x6D71C26300  0x00009D00  *
0x6D71C30000  0x00010000  ?
0x6D71C40000  0x00010000  *
0x6D71C50000  0x0095F980  ?
0x6D725AF980  0x00000680  *
0x6D725B0000  0x00010000  ?
0x6D725C0000  0x00010000  *
0x6D725D0000  0x00969000  ?
0x6D72F39000  0x00007000  *
0x6D72F40000  0x00010000  ?
0x6D72F50000  0x00010000  *
0x6D72F60000  0x00962680  ?
0x6D738C2680  0x0000D980  *
0x6D738D0000  0x00010000  ?
0x6D738E0000  0x00010000  *
0x6D738F0000  0x0095BD00  ?
0x6D7424BD00  0x00004300  *
0x6D74250000  0x00010000  ?
0x6D74260000  0x00010000  *
0x6D74270000  0x00965380  ?
0x6D74BD5380  0x0000AC80  *
0x6D74BE0000  0x00010000  ?
0x6D74BF0000  0x00010000  *
0x6D74C00000  0x0095EA00  ?
0x6D7555EA00  0x00001600  *
0x6D75560000  0x00010000  ?
0x6D75570000  0x00010000  *
0x6D75580000  0x00968080  ?
0x6D75EE8080  0x00007F80  *
0x6D75EF0000  0x00010000  ?
0x6D75F00000  0x00010000  *
0x6D75F10000  0x00961700  ?
0x6D76871700  0x0000E900  *
0x6D76880000  0x00010000  ?
0x6D76890000  0x00010000  *
0x6D768A0000  0x0095AD80  ?
0x6D771FAD80  0x00005280  *
0x6D77200000  0x00010000  ?
0x6D77210000  0x00010000  *
0x6D77220000  0x00964400  ?
0x6D77B84400  0x0000BC00  *
0x6D77B90000  0x00010000  ?
0x6D77BA0000  0x00001000  +
0x6D77BA1000  0x0000F000  *
0x6D77BB0000  0x0095DA80  ?
0x6D7850DA80  0x00002580  *
0x6D78510000  0x00010000  ?
0x6D78520000  0x00010000  *
0x6D78530000  0x00967100  ?
0x6D78E97100  0x00008F00  *
0x6D78EA0000  0x00010000  ?
0x6D78EB0000  0x00010000  *
0x6D78EC0000  0x00960780  ?
0x6D79820780  0x0000F880  *
0x6D79830000  0x00010000  ?
0x6D79840000  0x00001000  +
0x6D79841000  0x0000F000  *
0x6D79850000  0x00959E00  ?
0x6D7A1A9E00  0x00000200  +
0x6D7A1AA000  0x00006000  *
0x6D7A1B0000  0x00010000  ?
0x6D7A1C0000  0x00010000  *
0x6D7A1D0000  0x00963480  ?
0x6D7AB33480  0x0000CB80  *
0x6D7AB40000  0x00010000  ?
0x6D7AB50000  0x00010000  *
0x6D7AB60000  0x0095CB00  ?
0x6D7B4BCB00  0x00003500  *
0x6D7B4C0000  0x00010000  ?
0x6D7B4D0000  0x00001000  +
0x6D7B4D1000  0x0000F000  *
0x6D7B4E0000  0x00966180  ?
0x6D7BE46180  0x00009E80  *
0x6D7BE50000  0x00010000  ?
0x6D7BE60000  0x00001000  +
0x6D7BE61000  0x0000F000  *
0x6D7BE70000  0x0095F800  ?
0x6D7C7CF800  0x00000800  *
0x6D7C7D0000  0x00010000  ?
0x6D7C7E0000  0x00010000  *
0x6D7C7F0000  0x00968E80  ?
0x6D7D158E80  0x00007180  *
0x6D7D160000  0x00010000  ?
0x6D7D170000  0x00010000  *
0x6D7D180000  0x00962500  ?
0x6D7DAE2500  0x0000DB00  *
0x6D7DAF0000  0x00010000  ?
0x6D7DB00000  0x00010000  *
0x6D7DB10000  0x0095BB80  ?
0x6D7E46BB80  0x00004480  *
0x6D7E470000  0x00010000  ?
0x6D7E480000  0x00004000  +
0x6D7E484000  0x0000C000  *
0x6D7E490000  0x00965200  ?
0x6D7EDF5200  0x00000E00  +
0x6D7EDF6000  0x0000A000  *
0x6D7EE00000  0x00010000  ?
0x6D7EE10000  0x00002000  +
0x6D7EE12000  0x0000E000  *
0x6D7EE20000  0x0095E880  ?
0x6D7F77E880  0x00001780  *
0x6D7F780000  0x00010000  ?
0x6D7F790000  0x00010000  *
0x6D7F7A0000  0x00967F00  ?
0x6D80107F00  0x00008100  *
0x6D80110000  0x00010000  ?
0x6D80120000  0x00001000  +
0x6D80121000  0x0000F000  *
0x6D80130000  0x00961580  ?
0x6D80A91580  0x0000EA80  *
0x6D80AA0000  0x00010000  ?
0x6D80AB0000  0x00010000  *
0x6D80AC0000  0x0095AC00  ?
0x6D8141AC00  0x00005400  *
0x6D81420000  0x00010000  ?
0x6D81430000  0x00010000  *
0x6D81440000  0x00964280  ?
0x6D81DA4280  0x0000BD80  *
0x6D81DB0000  0x00010000  ?
0x6D81DC0000  0x00010000  *
0x6D81DD0000  0x0095D900  ?
0x6D8272D900  0x00002700  *
0x6D82730000  0x00010000  ?
0x6D82740000  0x00010000  *
0x6D82750000  0x00966F80  ?
0x6D830B6F80  0x00009080  *
0x6D830C0000  0x00010000  ?
0x6D830D0000  0x00001000  +
0x6D830D1000  0x0000F000  *
0x6D830E0000  0x00960600  ?
0x6D83A40600  0x0000FA00  *
0x6D83A50000  0x00010000  ?
0x6D83A60000  0x00010000  *
0x6D83A70000  0x00959C80  ?
0x6D843C9C80  0x00005380  +
0x6D843CF000  0x00001000  *
0x6D843D0000  0x00010000  ?
0x6D843E0000  0x00002000  +
0x6D843E2000  0x0000E000  *
0x6D843F0000  0x00963300  ?
0x6D84D53300  0x00003D00  +
0x6D84D57000  0x00009000  *
0x6D84D60000  0x00010000  ?
0x6D84D70000  0x00010000  *
0x6D84D80000  0x0095C980  ?
0x6D856DC980  0x00003680  *
0x6D856E0000  0x00010000  ?
0x6D856F0000  0x00004000  +
0x6D856F4000  0x0000C000  *
0x6D85700000  0x00966000  ?
0x6D86066000  0x0000A000  *
0x6D86070000  0x00010000  ?
0x6D86080000  0x00010000  *
0x6D86090000  0x0095F680  ?
0x6D869EF680  0x00000980  +
0x6D869F0000  0x00010000  *
0x6D86A00000  0x00010000  ?
0x6D86A10000  0x00010000  *
0x6D86A20000  0x00958D00  ?
0x6D87378D00  0x00000300  +
0x6D87379000  0x00007000  *
0x6D87380000  0x00010000  ?
0x6D87390000  0x00008000  +
0x6D87398000  0x00008000  *
0x6D873A0000  0x00962380  ?
0x6D87D02380  0x0000DC80  *
0x6D87D10000  0x00010000  ?
0x6D87D20000  0x00010000  *
0x6D87D30000  0x0095BA00  ?
0x6D8868BA00  0x00004600  *
0x6D88690000  0x00010000  ?
0x6D886A0000  0x00010000  *
0x6D886B0000  0x00965080  ?
0x6D89015080  0x0000AF80  *
0x6D89020000  0x00010000  ?
0x6D89030000  0x00010000  *
0x6D89040000  0x0095E700  ?
0x6D8999E700  0x00001900  *
0x6D899A0000  0x00010000  ?
0x6D899B0000  0x00010000  *
0x6D899C0000  0x00967D80  ?
0x6D8A327D80  0x00008280  *
0x6D8A330000  0x00010000  ?
0x6D8A340000  0x00010000  *
0x6D8A350000  0x00961400  ?
0x6D8ACB1400  0x0000EC00  *
0x6D8ACC0000  0x00010000  ?
0x6D8ACD0000  0x00010000  *
0x6D8ACE0000  0x0095AA80  ?
0x6D8B63AA80  0x00005580  *
0x6D8B640000  0x00010000  ?
0x6D8B650000  0x00010000  *
0x6D8B660000  0x00964100  ?
0x6D8BFC4100  0x0000BF00  *
0x6D8BFD0000  0x00010000  ?
0x6D8BFE0000  0x00010000  *
0x6D8BFF0000  0x0095D780  ?
0x6D8C94D780  0x00002880  *
0x6D8C950000  0x00010000  ?
0x6D8C960000  0x00010000  *
0x6D8C970000  0x00966E00  ?
0x6D8D2D6E00  0x00009200  *
0x6D8D2E0000  0x00010000  ?
0x6D8D2F0000  0x00010000  *
0x6D8D300000  0x00960480  ?
0x6D8DC60480  0x0000FB80  *
0x6D8DC70000  0x00010000  ?
0x6D8DC80000  0x00004000  +
0x6D8DC84000  0x0000C000  *
0x6D8DC90000  0x00959B00  ?
0x6D8E5E9B00  0x00006500  *
0x6D8E5F0000  0x00010000  ?
0x6D8E600000  0x00010000  *
0x6D8E610000  0x00963180  ?
0x6D8EF73180  0x0000CE80  *
0x6D8EF80000  0x00010000  ?
0x6D8EF90000  0x00010000  *
0x6D8EFA0000  0x0095C800  ?
0x6D8F8FC800  0x00003800  *
0x6D8F900000  0x00010000  ?
0x6D8F910000  0x00010000  *
0x6D8F920000  0x00965E80  ?
0x6D90285E80  0x0000A180  *
0x6D90290000  0x00010000  ?
0x6D902A0000  0x00001000  +
0x6D902A1000  0x0000F000  *
0x6D902B0000  0x0095F500  ?
0x6D90C0F500  0x00000B00  *
0x6D90C10000  0x00010000  ?
0x6D90C20000  0x00010000  *
0x6D90C30000  0x00968B80  ?
0x6D91598B80  0x00004480  +
0x6D9159D000  0x00003000  *
0x6D915A0000  0x00010000  ?
0x6D915B0000  0x00010000  *
0x6D915C0000  0x00962200  ?
0x6D91F22200  0x0000DE00  *
0x6D91F30000  0x00010000  ?
0x6D91F40000  0x00010000  *
0x6D91F50000  0x0095B880  ?
0x6D928AB880  0x00004780  *
0x6D928B0000  0x00010000  ?
0x6D928C0000  0x00010000  *
0x6D928D0000  0x00964F00  ?
0x6D93234F00  0x0000B100  *
0x6D93240000  0x00010000  ?
0x6D93250000  0x00010000  *
0x6D93260000  0x0095E580  ?
0x6D93BBE580  0x00001A80  +
0x6D93BC0000  0x00010000  *
0x6D93BD0000  0x00010000  ?
0x6D93BE0000  0x00010000  *
0x6D93BF0000  0x00957C00  ?
0x6D94547C00  0x00008400  *
0x6D94550000  0x00010000  ?
0x6D94560000  0x00010000  *
0x6D94570000  0x00961280  ?
0x6D94ED1280  0x0000ED80  *
0x6D94EE0000  0x00010000  ?
0x6D94EF0000  0x00001000  +
0x6D94EF1000  0x0000F000  *
0x6D94F00000  0x0095A900  ?
0x6D9585A900  0x00000700  +
0x6D9585B000  0x00005000  *
0x6D95860000  0x00010000  ?
0x6D95870000  0x00010000  *
0x6D95880000  0x00963F80  ?
0x6D961E3F80  0x0000C080  *
0x6D961F0000  0x00010000  ?
0x6D96200000  0x00001000  +
0x6D96201000  0x0000F000  *
0x6D96210000  0x0095D600  ?
0x6D96B6D600  0x00002A00  *
0x6D96B70000  0x00010000  ?
0x6D96B80000  0x00010000  *
0x6D96B90000  0x00966C80  ?
0x6D974F6C80  0x00009380  *
0x6D97500000  0x00010000  ?
0x6D97510000  0x00010000  *
0x6D97520000  0x00960300  ?
0x6D97E80300  0x0000FD00  *
0x6D97E90000  0x00010000  ?
0x6D97EA0000  0x00010000  *
0x6D97EB0000  0x00959980  ?
0x6D98809980  0x00006680  *
0x6D98810000  0x00010000  ?
0x6D98820000  0x00010000  *
0x6D98830000  0x00963000  ?
0x6D99193000  0x0000D000  *
0x6D991A0000  0x00010000  ?
0x6D991B0000  0x00010000  *
0x6D991C0000  0x0095C680  ?
0x6D99B1C680  0x00003980  *
0x6D99B20000  0x00010000  ?
0x6D99B30000  0x00010000  *
0x6D99B40000  0x00965D00  ?
0x6D9A4A5D00  0x00002300  +
0x6D9A4A8000  0x00008000  *
0x6D9A4B0000  0x00010000  ?
0x6D9A4C0000  0x00010000  *
0x6D9A4D0000  0x0095F380  ?
0x6D9AE2F380  0x00000C80  *
0x6D9AE30000  0x00010000  ?
0x6D9AE40000  0x00002000  +
0x6D9AE42000  0x0000E000  *
0x6D9AE50000  0x00968A00  ?
0x6D9B7B8A00  0x00007600  *
0x6D9B7C0000  0x00010000  ?
0x6D9B7D0000  0x00004000  +
0x6D9B7D4000  0x0000C000  *
0x6D9B7E0000  0x00962080  ?
0x6D9C142080  0x0000DF80  *
0x6D9C150000  0x00010000  ?
0x6D9C160000  0x00001000  +
0x6D9C161000  0x0000F000  *
0x6D9C170000  0x0095B700  ?
0x6D9CACB700  0x00000900  +
0x6D9CACC000  0x00004000  *
0x6D9CAD0000  0x00010000  ?
0x6D9CAE0000  0x00001000  +
0x6D9CAE1000  0x0000F000  *
0x6D9CAF0000  0x00964D80  ?
0x6D9D454D80  0x0000B280  *
0x6D9D460000  0x00010000  ?
0x6D9D470000  0x00003000  +
0x6D9D473000  0x0000D000  *
0x6D9D480000  0x0095E400  ?
0x6D9DDDE400  0x00001C00  *
0x6D9DDE0000  0x00010000  ?
0x6D9DDF0000  0x00010000  *
0x6D9DE00000  0x00967A80  ?
0x6D9E767A80  0x00008580  *
0x6D9E770000  0x00010000  ?
0x6D9E780000  0x00001000  +
0x6D9E781000  0x0000F000  *
0x6D9E790000  0x00961100  ?
0x6D9F0F1100  0x0000EF00  *
0x6D9F100000  0x00010000  ?
0x6D9F110000  0x00003000  +
0x6D9F113000  0x0000D000  *
0x6D9F120000  0x0095A780  ?
0x6D9FA7A780  0x00005880  *
0x6D9FA80000  0x00010000  ?
0x6D9FA90000  0x00010000  *
0x6D9FAA0000  0x00963E00  ?
0x6DA0403E00  0x0000C200  *
0x6DA0410000  0x00010000  ?
0x6DA0420000  0x00010000  *
0x6DA0430000  0x0095D480  ?
0x6DA0D8D480  0x00002B80  *
0x6DA0D90000  0x00010000  ?
0x6DA0DA0000  0x00010000  *
0x6DA0DB0000  0x00966B00  ?
0x6DA1716B00  0x00009500  *
0x6DA1720000  0x00010000  ?
0x6DA1730000  0x00010000  *
0x6DA1740000  0x00960180  ?
0x6DA20A0180  0x0000FE80  *
0x6DA20B0000  0x00010000  ?
0x6DA20C0000  0x00010000  *
0x6DA20D0000  0x00959800  ?
0x6DA2A29800  0x00006800  *
0x6DA2A30000  0x00010000  ?
0x6DA2A40000  0x00002000  +
0x6DA2A42000  0x0000E000  *
0x6DA2A50000  0x00962E80  ?
0x6DA33B2E80  0x00001180  +
0x6DA33B4000  0x0000C000  *
0x6DA33C0000  0x00010000  ?
0x6DA33D0000  0x00002000  +
0x6DA33D2000  0x0000E000  *
0x6DA33E0000  0x0095C500  ?
0x6DA3D3C500  0x00003B00  *
0x6DA3D40000  0x00010000  ?
0x6DA3D50000  0x00010000  *
0x6DA3D60000  0x00965B80  ?
0x6DA46C5B80  0x0000A480  *
0x6DA46D0000  0x00010000  ?
0x6DA46E0000  0x00010000  *
0x6DA46F0000  0x0095F200  ?
0x6DA504F200  0x00003E00  +
0x6DA5053000  0x0000D000  *
0x6DA5060000  0x00010000  ?
0x6DA5070000  0x00010000  *
0x6DA5080000  0x00958880  ?
0x6DA59D8880  0x00007780  *
0x6DA59E0000  0x00010000  ?
0x6DA59F0000  0x00010000  *
0x6DA5A00000  0x00961F00  ?
0x6DA6361F00  0x00000100  +
0x6DA6362000  0x0000E000  *
0x6DA6370000  0x00010000  ?
0x6DA6380000  0x00010000  *
0x6DA6390000  0x0095B580  ?
0x6DA6CEB580  0x00004A80  *
0x6DA6CF0000  0x00010000  ?
0x6DA6D00000  0x00010000  *
0x6DA6D10000  0x00964C00  ?
0x6DA7674C00  0x00001400  +
0x6DA7676000  0x0000A000  *
0x6DA7680000  0x00010000  ?
0x6DA7690000  0x00001000  +
0x6DA7691000  0x0000F000  *
0x6DA76A0000  0x0095E280  ?
0x6DA7FFE280  0x00001D80  *
0x6DA8000000  0x00010000  ?
0x6DA8010000  0x00002000  +
0x6DA8012000  0x0000E000  *
0x6DA8020000  0x00967900  ?
0x6DA8987900  0x00008700  *
0x6DA8990000  0x00010000  ?
0x6DA89A0000  0x00010000  *
0x6DA89B0000  0x00960F80  ?
0x6DA9310F80  0x0000F080  *
0x6DA9320000  0x00010000  ?
0x6DA9330000  0x00010000  *
0x6DA9340000  0x0095A600  ?
0x6DA9C9A600  0x00085A00  +
0x6DA9D20000  0x00010000  *
0x6DA9D30000  0x00020000  +
0x6DA9D50000  0x00010000  *
0x6DA9D60000  0x00010000  +
0x6DA9D70000  0x00020000  ?
0x6DA9D90000  0x00022000  +
0x6DA9DB2000  0x00871C80  ?
0x6DAA623C80  0x0000C380  *
0x6DAA630000  0x00010000  ?
0x6DAA640000  0x00010000  *
0x6DAA650000  0x0095D300  ?
0x6DAAFAD300  0x00002D00  *
0x6DAAFB0000  0x00010000  ?
0x6DAAFC0000  0x00010000  *
0x6DAAFD0000  0x00966980  ?
0x6DAB936980  0x00009680  *
0x6DAB940000  0x00010000  ?
0x6DAB950000  0x00010000  *
0x6DAB960000  0x00960000  ?
0x6DAC2C0000  0x00001000  +
0x6DAC2C1000  0x0000F000  *
0x6DAC2D0000  0x00010000  ?
0x6DAC2E0000  0x00010000  *
0x6DAC2F0000  0x00959680  ?
0x6DACC49680  0x00006980  *
0x6DACC50000  0x00010000  ?
0x6DACC60000  0x00010000  *
0x6DACC70000  0x00962D00  ?
0x6DAD5D2D00  0x0000D300  *
0x6DAD5E0000  0x00010000  ?
0x6DAD5F0000  0x00001000  +
0x6DAD5F1000  0x0000F000  *
0x6DAD600000  0x0095C380  ?
0x6DADF5C380  0x00000C80  +
0x6DADF5D000  0x00003000  *
0x6DADF60000  0x00010000  ?
0x6DADF70000  0x00010000  *
0x6DADF80000  0x00965A00  ?
0x6DAE8E5A00  0x0000A600  *
0x6DAE8F0000  0x00010000  ?
0x6DAE900000  0x00010000  *
0x6DAE910000  0x0095F080  ?
0x6DAF26F080  0x00000F80  +
0x6DAF270000  0x00010000  *
0x6DAF280000  0x00010000  ?
0x6DAF290000  0x00010000  *
0x6DAF2A0000  0x00958700  ?
0x6DAFBF8700  0x00000900  +
0x6DAFBF9000  0x00007000  *
0x6DAFC00000  0x00010000  ?
0x6DAFC10000  0x00010000  *
0x6DAFC20000  0x00961D80  ?
0x6DB0581D80  0x0000E280  *
0x6DB0590000  0x00010000  ?
0x6DB05A0000  0x00010000  *
0x6DB05B0000  0x0095B400  ?
0x6DB0F0B400  0x00000C00  +
0x6DB0F0C000  0x00004000  *
0x6DB0F10000  0x00010000  ?
0x6DB0F20000  0x00010000  *
0x6DB0F30000  0x00964A80  ?
0x6DB1894A80  0x0000B580  *
0x6DB18A0000  0x00010000  ?
0x6DB18B0000  0x00010000  *
0x6DB18C0000  0x0095E100  ?
0x6DB221E100  0x00001F00  *
0x6DB2220000  0x00010000  ?
0x6DB2230000  0x00002000  +
0x6DB2232000  0x0000E000  *
0x6DB2240000  0x00967780  ?
0x6DB2BA7780  0x00008880  *
0x6DB2BB0000  0x00010000  ?
0x6DB2BC0000  0x00010000  *
0x6DB2BD0000  0x00960E00  ?
0x6DB3530E00  0x0000F200  *
0x6DB3540000  0x00010000  ?
0x6DB3550000  0x00010000  *
0x6DB3560000  0x0095A480  ?
0x6DB3EBA480  0x00005B80  *
0x6DB3EC0000  0x00010000  ?
0x6DB3ED0000  0x00010000  *
0x6DB3EE0000  0x00963B00  ?
0x6DB4843B00  0x0000C500  *
0x6DB4850000  0x00010000  ?
0x6DB4860000  0x00010000  *
0x6DB4870000  0x0095D180  ?
0x6DB51CD180  0x00002E80  *
0x6DB51D0000  0x00010000  ?
0x6DB51E0000  0x00010000  *
0x6DB51F0000  0x00966800  ?
0x6DB5B56800  0x00009800  *
0x6DB5B60000  0x00010000  ?
0x6DB5B70000  0x00010000  *
0x6DB5B80000  0x0095FE80  ?
0x6DB64DFE80  0x00000180  -
0x6DB64E0000  0x00010000  ?
0x6DB64F0000  0x00010000  *
0x6DB6500000  0x00969500  ?
0x6DB6E69500  0x00000B00  +
0x6DB6E6A000  0x00006000  *
0x6DB6E70000  0x00010000  ?
0x6DB6E80000  0x00010000  *
0x6DB6E90000  0x00962B80  ?
0x6DB77F2B80  0x0000D480  *
0x6DB7800000  0x00010000  ?
0x6DB7810000  0x00010000  *
0x6DB7820000  0x0095C200  ?
0x6DB817C200  0x00003E00  *
0x6DB8180000  0x00010000  ?
0x6DB8190000  0x00001000  +
0x6DB8191000  0x0000F000  *
0x6DB81A0000  0x00965880  ?
0x6DB8B05880  0x0000A780  *
0x6DB8B10000  0x00010000  ?
0x6DB8B20000  0x00001000  +
0x6DB8B21000  0x0000F000  *
0x6DB8B30000  0x0095EF00  ?
0x6DB948EF00  0x00000100  +
0x6DB948F000  0x00001000  *
0x6DB9490000  0x00010000  ?
0x6DB94A0000  0x00010000  *
0x6DB94B0000  0x00968580  ?
0x6DB9E18580  0x00007A80  *
0x6DB9E20000  0x00010000  ?
0x6DB9E30000  0x00010000  *
0x6DB9E40000  0x00961C00  ?
0x6DBA7A1C00  0x0000E400  *
0x6DBA7B0000  0x00010000  ?
0x6DBA7C0000  0x00010000  *
0x6DBA7D0000  0x0095B280  ?
0x6DBB12B280  0x00004D80  *
0x6DBB130000  0x00010000  ?
0x6DBB140000  0x00010000  *
0x6DBB150000  0x00964900  ?
0x6DBBAB4900  0x0000B700  *
0x6DBBAC0000  0x00010000  ?
0x6DBBAD0000  0x00010000  *
0x6DBBAE0000  0x0095DF80  ?
0x6DBC43DF80  0x00002080  +
0x6DBC440000  0x00010000  *
0x6DBC450000  0x00010000  ?
0x6DBC460000  0x00001000  +
0x6DBC461000  0x0000F000  *
0x6DBC470000  0x00957600  ?
0x6DBCDC7600  0x00002A00  +
0x6DBCDCA000  0x00006000  *
0x6DBCDD0000  0x00010000  ?
0x6DBCDE0000  0x00010000  *
0x6DBCDF0000  0x00960C80  ?
0x6DBD750C80  0x0000F380  *
0x6DBD760000  0x00010000  ?
0x6DBD770000  0x00010000  *
0x6DBD780000  0x0095A300  ?
0x6DBE0DA300  0x00005D00  *
0x6DBE0E0000  0x00010000  ?
0x6DBE0F0000  0x00001000  +
0x6DBE0F1000  0x0000F000  *
0x6DBE100000  0x00963980  ?
0x6DBEA63980  0x0000C680  *
0x6DBEA70000  0x00010000  ?
0x6DBEA80000  0x00010000  *
0x6DBEA90000  0x0095D000  ?
0x6DBF3ED000  0x00003000  *
0x6DBF3F0000  0x00010000  ?
0x6DBF400000  0x00010000  *
0x6DBF410000  0x00966680  ?
0x6DBFD76680  0x00009980  *
0x6DBFD80000  0x00010000  ?
0x6DBFD90000  0x00010000  *
0x6DBFDA0000  0x0095FD00  ?
0x6DC06FFD00  0x00000300  +
0x6DC0700000  0x00010000  *
0x6DC0710000  0x00010000  ?
0x6DC0720000  0x00002000  +
0x6DC0722000  0x0000E000  *
0x6DC0730000  0x00959380  ?
0x6DC1089380  0x00006C80  *
0x6DC1090000  0x00010000  ?
0x6DC10A0000  0x00001000  +
0x6DC10A1000  0x0000F000  *
0x6DC10B0000  0x00962A00  ?
0x6DC1A12A00  0x0000D600  *
0x6DC1A20000  0x00010000  ?
0x6DC1A30000  0x00001000  +
0x6DC1A31000  0x0000F000  *
0x6DC1A40000  0x0095C080  ?
0x6DC239C080  0x00003F80  *
0x6DC23A0000  0x00010000  ?
0x6DC23B0000  0x00010000  *
0x6DC23C0000  0x00965700  ?
0x6DC2D25700  0x0000A900  *
0x6DC2D30000  0x00010000  ?
0x6DC2D40000  0x00001000  +
0x6DC2D41000  0x0000F000  *
0x6DC2D50000  0x0095ED80  ?
0x6DC36AED80  0x00000280  +
0x6DC36AF000  0x00001000  *
0x6DC36B0000  0x00010000  ?
0x6DC36C0000  0x00010000  *
0x6DC36D0000  0x00968400  ?
0x6DC4038400  0x00007C00  *
0x6DC4040000  0x00010000  ?
0x6DC4050000  0x00010000  *
0x6DC4060000  0x00961A80  ?
0x6DC49C1A80  0x00002580  +
0x6DC49C4000  0x0000C000  *
0x6DC49D0000  0x00010000  ?
0x6DC49E0000  0x00002000  +
0x6DC49E2000  0x0000E000  *
0x6DC49F0000  0x0095B100  ?
0x6DC534B100  0x00002F00  +
0x6DC534E000  0x00002000  *
0x6DC5350000  0x00010000  ?
0x6DC5360000  0x00010000  *
0x6DC5370000  0x00964780  ?
0x6DC5CD4780  0x0000B880  *
0x6DC5CE0000  0x00010000  ?
0x6DC5CF0000  0x00001000  +
0x6DC5CF1000  0x0000F000  *
0x6DC5D00000  0x0095DE00  ?
0x6DC665DE00  0x00002200  *
0x6DC6660000  0x00010000  ?
0x6DC6670000  0x00002000  +
0x6DC6672000  0x0000E000  *
0x6DC6680000  0x00967480  ?
0x6DC6FE7480  0x00008B80  *
0x6DC6FF0000  0x00010000  ?
0x6DC7000000  0x00010000  *
0x6DC7010000  0x00960B00  ?
0x6DC7970B00  0x00000500  +
0x6DC7971000  0x0000F000  *
